"id","kanji_id","created_at","updated_at","level"
"402","1723","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"403","2707","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"404","2652","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"405","1763","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"406","1997","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"407","1724","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"408","2405","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"409","185","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"410","1154","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"411","457","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"412","2528","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"413","1651","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"414","690","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"415","2597","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"416","186","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"417","1325","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"418","1791","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"419","2463","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"420","1309","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"421","2033","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"422","851","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"423","2163","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"424","2318","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"425","2681","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"426","2167","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"427","2647","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"428","1729","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"429","2562","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"430","2607","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"431","982","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"432","1082","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"433","1081","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"434","1515","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"435","49","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"436","2367","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"437","89","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"438","1083","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"439","50","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"440","2660","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"441","1427","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"442","820","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"443","2206","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"444","947","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"445","2406","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"446","2659","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"447","2224","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"448","227","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"449","747","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"450","1854","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"451","1394","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"452","1084","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"453","852","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"454","1124","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"455","1716","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"456","853","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"457","478","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"458","793","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"459","338","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"460","1717","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"461","1772","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"462","101","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"463","1201","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"464","34","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"465","392","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"466","1223","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"467","393","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"468","1858","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"469","1954","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"470","495","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"471","2529","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"472","1162","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"473","520","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"474","1579","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"475","1156","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"476","530","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"477","983","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"478","300","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"479","161","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"480","1328","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"481","228","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"482","2764","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"483","1263","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"484","1196","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"485","459","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"486","2641","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"487","2407","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"488","384","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"489","394","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"490","1428","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"491","1035","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"492","229","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"493","2173","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"494","1429","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"495","2852","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"496","1507","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"497","1125","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"498","1740","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"499","1215","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"500","2435","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"501","1580","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"502","1173","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"503","1329","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"504","51","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"505","1718","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"506","1460","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"507","2087","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"508","1330","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"509","1331","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"510","1332","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"511","1224","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"512","1188","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"513","2152","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"514","1462","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"515","2344","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"516","2164","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"517","605","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"518","549","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"519","658","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"520","2115","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"521","204","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"522","1998","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"523","1708","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"524","1654","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"525","2816","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"526","2122","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"527","1053","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"528","460","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"529","444","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"530","2640","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"531","339","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"532","439","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"533","2097","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"534","578","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"535","2530","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"536","2045","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"537","1492","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"538","1014","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"539","2532","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"540","1582","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"541","1225","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"542","1290","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"543","1665","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"544","855","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"545","964","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"546","856","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"547","550","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"548","965","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"549","794","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"550","388","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"551","1086","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"552","2409","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"553","2289","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"554","461","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"555","1955","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"556","1477","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"557","1087","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"558","1546","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"559","1743","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"560","472","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"561","1882","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"562","1395","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"563","2563","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"564","2443","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"565","2613","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"566","2474","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"567","395","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"568","2475","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"569","2177","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"570","858","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"571","396","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"572","776","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"573","2762","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"574","2735","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"575","462","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"576","1883","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"577","859","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"578","1334","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"579","1310","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"580","1956","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"581","1999","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"582","2410","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"583","2031","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"584","974","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"585","795","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"586","1957","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"587","1300","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"588","861","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"589","2765","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"590","2211","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"591","2907","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"592","2927","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"593","162","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"594","1958","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"595","748","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"596","2503","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"597","2476","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"598","1144","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"599","2153","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"600","531","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"601","1884","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"602","90","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"603","1959","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"604","777","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"605","796","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"606","1197","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"607","1885","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"608","579","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"609","1824","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"610","2060","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"611","691","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"612","984","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"613","1886","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"614","1336","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"615","132","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"616","2714","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"617","2320","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"618","187","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"619","1516","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"620","692","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"621","1744","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"622","2827","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"623","821","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"624","1311","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"625","2018","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"626","1252","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"627","2100","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"628","822","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"629","2442","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"630","1281","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"631","2345","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"632","2101","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"633","1887","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"634","1990","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"635","1430","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"636","2362","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"637","463","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"638","2168","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"639","1088","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"640","2564","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"641","2565","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"642","188","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"643","1859","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"644","275","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"645","2178","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"646","2034","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"647","2411","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"648","1089","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"649","1745","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"650","532","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"651","1517","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"652","276","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"653","2908","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"654","582","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"655","863","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"656","1835","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"657","948","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"658","212","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"659","583","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"660","1701","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"661","693","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"662","277","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"663","823","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"664","2736","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"665","397","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"666","151","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"667","2188","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"668","13","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"669","2321","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"670","2047","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"671","1396","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"672","2953","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"673","1547","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"674","1054","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"675","1730","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"676","1657","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"677","1227","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"678","2723","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"679","53","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"680","646","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"681","6","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"682","398","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"683","1126","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"684","1746","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"685","864","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"686","1431","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"687","2517","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"688","2631","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"689","399","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"690","302","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"691","2844","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"692","54","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"693","694","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"694","2737","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"695","1692","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"696","2460","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"697","696","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"698","749","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"699","205","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"700","400","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"701","949","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"702","279","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"703","1888","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"704","750","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"705","1518","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"706","258","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"707","280","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"708","1583","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"709","496","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"710","797","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"711","2697","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"712","2566","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"713","1296","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"714","1584","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"715","2322","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"716","1202","2010-02-17 12:32:40","2010-02-17 12:32:40","1"
"717","985","2010-02-17 12:32:40","2010-02-17 12:32:40","2"
"718","1731","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"719","2451","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"720","23","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"721","2412","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"722","2323","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"723","1337","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"724","497","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"725","1338","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"726","2198","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"727","2788","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"728","2048","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"729","865","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"730","1566","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"731","2276","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"732","1774","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"733","2324","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"734","2534","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"735","1961","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"736","2623","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"737","189","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"738","1860","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"739","1806","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"740","2241","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"741","281","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"742","551","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"743","1775","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"744","866","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"745","1563","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"746","1339","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"747","2212","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"748","552","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"749","322","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"750","353","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"751","919","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"752","1228","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"753","1127","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"754","1090","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
"755","1889","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"756","553","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"757","584","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"758","1432","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"759","1660","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"760","2509","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"761","1658","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"762","1174","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"763","1498","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"764","1659","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"765","1216","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"766","1340","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"767","2213","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"768","659","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"769","343","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"770","986","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"771","1807","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"772","1564","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"773","867","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"774","1478","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"775","1626","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"776","697","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"777","2383","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"778","1963","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"779","2766","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"780","401","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"781","14","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"782","464","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"783","165","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"784","2767","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"785","1719","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"786","2290","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"787","2049","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"788","698","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"789","1021","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"790","1565","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"791","1980","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"792","2602","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"793","724","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"794","1991","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"795","1037","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"796","2586","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"797","2768","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"798","1662","2010-02-17 12:32:40","2010-02-17 12:32:40","6"
"799","1038","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"800","498","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"801","1091","2010-02-17 12:32:40","2010-02-17 12:32:40","5"
"802","282","2010-02-17 12:32:40","2010-02-17 12:32:40","4"
"803","868","2010-02-17 12:32:40","2010-02-17 12:32:40","S"
"804","2536","2010-02-17 12:32:40","2010-02-17 12:32:40","3"
