"id","level","kanji_id","created_at","updated_at"
"120","1","2778","2010-02-17 12:32:39","2010-02-17 12:32:39"
"121","1","2033","2010-02-17 12:32:39","2010-02-17 12:32:39"
"122","1","2780","2010-02-17 12:32:39","2010-02-17 12:32:39"
"123","1","2687","2010-02-17 12:32:39","2010-02-17 12:32:39"
"124","1","2602","2010-02-17 12:32:39","2010-02-17 12:32:39"
"125","1","2886","2010-02-17 12:32:39","2010-02-17 12:32:39"
"126","1","2511","2010-02-17 12:32:39","2010-02-17 12:32:39"
"127","1","2112","2010-02-17 12:32:39","2010-02-17 12:32:39"
"128","1","2325","2010-02-17 12:32:39","2010-02-17 12:32:39"
"129","1","2140","2010-02-17 12:32:39","2010-02-17 12:32:39"
"130","1","2891","2010-02-17 12:32:39","2010-02-17 12:32:39"
"131","1","2524","2010-02-17 12:32:39","2010-02-17 12:32:39"
"132","1","2713","2010-02-17 12:32:39","2010-02-17 12:32:39"
"133","1","2620","2010-02-17 12:32:39","2010-02-17 12:32:39"
"134","1","2809","2010-02-17 12:32:39","2010-02-17 12:32:39"
"135","1","2810","2010-02-17 12:32:39","2010-02-17 12:32:39"
"136","1","2811","2010-02-17 12:32:39","2010-02-17 12:32:39"
"137","1","2436","2010-02-17 12:32:39","2010-02-17 12:32:39"
"138","1","2907","2010-02-17 12:32:39","2010-02-17 12:32:39"
"139","1","3974","2010-02-17 12:32:39","2010-02-17 12:32:39"
"140","1","4351","2010-02-17 12:32:39","2010-02-17 12:32:39"
"141","1","3976","2010-02-17 12:32:39","2010-02-17 12:32:39"
"142","1","3985","2010-02-17 12:32:39","2010-02-17 12:32:39"
"143","1","3991","2010-02-17 12:32:39","2010-02-17 12:32:39"
"144","1","4668","2010-02-17 12:32:39","2010-02-17 12:32:39"
"145","1","4697","2010-02-17 12:32:39","2010-02-17 12:32:39"
"146","1","4840","2010-02-17 12:32:39","2010-02-17 12:32:39"
"147","1","5254","2010-02-17 12:32:39","2010-02-17 12:32:39"
"148","1","4965","2010-02-17 12:32:39","2010-02-17 12:32:39"
"149","1","5663","2010-02-17 12:32:39","2010-02-17 12:32:39"
"150","1","5124","2010-02-17 12:32:39","2010-02-17 12:32:39"
"151","1","5220","2010-02-17 12:32:39","2010-02-17 12:32:39"
"152","1","1","2010-02-17 12:32:39","2010-02-17 12:32:39"
"153","1","4","2010-02-17 12:32:39","2010-02-17 12:32:39"
"154","1","5","2010-02-17 12:32:39","2010-02-17 12:32:39"
"155","1","16","2010-02-17 12:32:39","2010-02-17 12:32:39"
"156","1","20","2010-02-17 12:32:39","2010-02-17 12:32:39"
"157","1","23","2010-02-17 12:32:39","2010-02-17 12:32:39"
"159","1","50","2010-02-17 12:32:39","2010-02-17 12:32:39"
"160","1","51","2010-02-17 12:32:39","2010-02-17 12:32:39"
"161","1","52","2010-02-17 12:32:39","2010-02-17 12:32:39"
"162","1","54","2010-02-17 12:32:39","2010-02-17 12:32:39"
"163","1","68","2010-02-17 12:32:39","2010-02-17 12:32:39"
"164","1","70","2010-02-17 12:32:39","2010-02-17 12:32:39"
"165","1","71","2010-02-17 12:32:39","2010-02-17 12:32:39"
"166","1","80","2010-02-17 12:32:39","2010-02-17 12:32:39"
"167","1","82","2010-02-17 12:32:39","2010-02-17 12:32:39"
"168","1","84","2010-02-17 12:32:39","2010-02-17 12:32:39"
"169","1","96","2010-02-17 12:32:39","2010-02-17 12:32:39"
"170","1","97","2010-02-17 12:32:39","2010-02-17 12:32:39"
"171","1","98","2010-02-17 12:32:39","2010-02-17 12:32:39"
"172","1","112","2010-02-17 12:32:39","2010-02-17 12:32:39"
"173","1","114","2010-02-17 12:32:39","2010-02-17 12:32:39"
"174","1","129","2010-02-17 12:32:39","2010-02-17 12:32:39"
"175","1","132","2010-02-17 12:32:39","2010-02-17 12:32:39"
"176","1","144","2010-02-17 12:32:39","2010-02-17 12:32:39"
"177","1","145","2010-02-17 12:32:39","2010-02-17 12:32:39"
"178","1","148","2010-02-17 12:32:39","2010-02-17 12:32:39"
"179","1","149","2010-02-17 12:32:39","2010-02-17 12:32:39"
"180","1","161","2010-02-17 12:32:39","2010-02-17 12:32:39"
"181","1","165","2010-02-17 12:32:39","2010-02-17 12:32:39"
"182","1","174","2010-02-17 12:32:39","2010-02-17 12:32:39"
"183","1","175","2010-02-17 12:32:39","2010-02-17 12:32:39"
"184","1","178","2010-02-17 12:32:39","2010-02-17 12:32:39"
"185","1","181","2010-02-17 12:32:39","2010-02-17 12:32:39"
"186","1","190","2010-02-17 12:32:39","2010-02-17 12:32:39"
"187","1","193","2010-02-17 12:32:39","2010-02-17 12:32:39"
"188","1","195","2010-02-17 12:32:39","2010-02-17 12:32:39"
"189","1","205","2010-02-17 12:32:39","2010-02-17 12:32:39"
"190","1","209","2010-02-17 12:32:39","2010-02-17 12:32:39"
"191","1","211","2010-02-17 12:32:39","2010-02-17 12:32:39"
"192","1","220","2010-02-17 12:32:39","2010-02-17 12:32:39"
"194","1","222","2010-02-17 12:32:39","2010-02-17 12:32:39"
"195","1","225","2010-02-17 12:32:39","2010-02-17 12:32:39"
"196","1","227","2010-02-17 12:32:39","2010-02-17 12:32:39"
"197","1","238","2010-02-17 12:32:39","2010-02-17 12:32:39"
"198","1","240","2010-02-17 12:32:39","2010-02-17 12:32:39"
"199","1","241","2010-02-17 12:32:39","2010-02-17 12:32:39"
"200","1","254","2010-02-17 12:32:39","2010-02-17 12:32:39"
"201","1","255","2010-02-17 12:32:39","2010-02-17 12:32:39"
"202","1","258","2010-02-17 12:32:39","2010-02-17 12:32:39"
"203","1","272","2010-02-17 12:32:39","2010-02-17 12:32:39"
"204","1","273","2010-02-17 12:32:39","2010-02-17 12:32:39"
"205","1","283","2010-02-17 12:32:39","2010-02-17 12:32:39"
"206","1","302","2010-02-17 12:32:39","2010-02-17 12:32:39"
"207","1","303","2010-02-17 12:32:39","2010-02-17 12:32:39"
"208","1","304","2010-02-17 12:32:39","2010-02-17 12:32:39"
"209","1","314","2010-02-17 12:32:39","2010-02-17 12:32:39"
"210","1","319","2010-02-17 12:32:39","2010-02-17 12:32:39"
"212","1","334","2010-02-17 12:32:39","2010-02-17 12:32:39"
"213","1","335","2010-02-17 12:32:39","2010-02-17 12:32:39"
"214","1","336","2010-02-17 12:32:39","2010-02-17 12:32:39"
"215","1","349","2010-02-17 12:32:39","2010-02-17 12:32:39"
"216","1","351","2010-02-17 12:32:39","2010-02-17 12:32:39"
"217","1","353","2010-02-17 12:32:39","2010-02-17 12:32:39"
"218","1","362","2010-02-17 12:32:39","2010-02-17 12:32:39"
"219","1","364","2010-02-17 12:32:39","2010-02-17 12:32:39"
"220","1","366","2010-02-17 12:32:39","2010-02-17 12:32:39"
"221","1","378","2010-02-17 12:32:39","2010-02-17 12:32:39"
"222","1","382","2010-02-17 12:32:39","2010-02-17 12:32:39"
"223","1","383","2010-02-17 12:32:39","2010-02-17 12:32:39"
"224","1","394","2010-02-17 12:32:39","2010-02-17 12:32:39"
"225","1","396","2010-02-17 12:32:39","2010-02-17 12:32:39"
"227","1","414","2010-02-17 12:32:39","2010-02-17 12:32:39"
"229","1","424","2010-02-17 12:32:39","2010-02-17 12:32:39"
"230","1","427","2010-02-17 12:32:39","2010-02-17 12:32:39"
"231","1","428","2010-02-17 12:32:39","2010-02-17 12:32:39"
"232","1","429","2010-02-17 12:32:39","2010-02-17 12:32:39"
"233","1","431","2010-02-17 12:32:39","2010-02-17 12:32:39"
"234","1","440","2010-02-17 12:32:39","2010-02-17 12:32:39"
"235","1","443","2010-02-17 12:32:39","2010-02-17 12:32:39"
"237","1","457","2010-02-17 12:32:39","2010-02-17 12:32:39"
"238","1","458","2010-02-17 12:32:39","2010-02-17 12:32:39"
"239","1","460","2010-02-17 12:32:39","2010-02-17 12:32:39"
"240","1","463","2010-02-17 12:32:39","2010-02-17 12:32:39"
"241","1","473","2010-02-17 12:32:39","2010-02-17 12:32:39"
"242","1","475","2010-02-17 12:32:39","2010-02-17 12:32:39"
"243","1","486","2010-02-17 12:32:39","2010-02-17 12:32:39"
"244","1","487","2010-02-17 12:32:39","2010-02-17 12:32:39"
"245","1","488","2010-02-17 12:32:39","2010-02-17 12:32:39"
"246","1","489","2010-02-17 12:32:39","2010-02-17 12:32:39"
"247","1","490","2010-02-17 12:32:39","2010-02-17 12:32:39"
"248","1","491","2010-02-17 12:32:39","2010-02-17 12:32:39"
"249","1","492","2010-02-17 12:32:39","2010-02-17 12:32:39"
"250","1","493","2010-02-17 12:32:39","2010-02-17 12:32:39"
"251","1","503","2010-02-17 12:32:39","2010-02-17 12:32:39"
"252","1","505","2010-02-17 12:32:39","2010-02-17 12:32:39"
"253","1","508","2010-02-17 12:32:39","2010-02-17 12:32:39"
"254","1","509","2010-02-17 12:32:39","2010-02-17 12:32:39"
"255","1","519","2010-02-17 12:32:39","2010-02-17 12:32:39"
"256","1","521","2010-02-17 12:32:39","2010-02-17 12:32:39"
"257","1","522","2010-02-17 12:32:39","2010-02-17 12:32:39"
"258","1","524","2010-02-17 12:32:39","2010-02-17 12:32:39"
"259","1","534","2010-02-17 12:32:39","2010-02-17 12:32:39"
"261","1","541","2010-02-17 12:32:39","2010-02-17 12:32:39"
"262","1","551","2010-02-17 12:32:39","2010-02-17 12:32:39"
"263","1","552","2010-02-17 12:32:39","2010-02-17 12:32:39"
"264","1","553","2010-02-17 12:32:39","2010-02-17 12:32:39"
"265","1","555","2010-02-17 12:32:39","2010-02-17 12:32:39"
"266","1","557","2010-02-17 12:32:39","2010-02-17 12:32:39"
"267","1","571","2010-02-17 12:32:39","2010-02-17 12:32:39"
"268","1","583","2010-02-17 12:32:39","2010-02-17 12:32:39"
"269","1","596","2010-02-17 12:32:39","2010-02-17 12:32:39"
"270","1","597","2010-02-17 12:32:39","2010-02-17 12:32:39"
"271","1","599","2010-02-17 12:32:39","2010-02-17 12:32:39"
"272","1","600","2010-02-17 12:32:39","2010-02-17 12:32:39"
"273","1","601","2010-02-17 12:32:39","2010-02-17 12:32:39"
"274","1","602","2010-02-17 12:32:39","2010-02-17 12:32:39"
"275","1","603","2010-02-17 12:32:39","2010-02-17 12:32:39"
"276","1","615","2010-02-17 12:32:39","2010-02-17 12:32:39"
"277","1","616","2010-02-17 12:32:39","2010-02-17 12:32:39"
"278","1","617","2010-02-17 12:32:39","2010-02-17 12:32:39"
"279","1","618","2010-02-17 12:32:39","2010-02-17 12:32:39"
"280","1","619","2010-02-17 12:32:39","2010-02-17 12:32:39"
"281","1","628","2010-02-17 12:32:39","2010-02-17 12:32:39"
"282","1","631","2010-02-17 12:32:39","2010-02-17 12:32:39"
"283","1","635","2010-02-17 12:32:39","2010-02-17 12:32:39"
"284","1","644","2010-02-17 12:32:39","2010-02-17 12:32:39"
"285","1","646","2010-02-17 12:32:39","2010-02-17 12:32:39"
"286","1","647","2010-02-17 12:32:39","2010-02-17 12:32:39"
"287","1","665","2010-02-17 12:32:39","2010-02-17 12:32:39"
"288","1","674","2010-02-17 12:32:39","2010-02-17 12:32:39"
"289","1","678","2010-02-17 12:32:39","2010-02-17 12:32:39"
"290","1","680","2010-02-17 12:32:39","2010-02-17 12:32:39"
"291","1","690","2010-02-17 12:32:39","2010-02-17 12:32:39"
"292","1","692","2010-02-17 12:32:39","2010-02-17 12:32:39"
"294","1","694","2010-02-17 12:32:39","2010-02-17 12:32:39"
"295","1","695","2010-02-17 12:32:39","2010-02-17 12:32:39"
"296","1","696","2010-02-17 12:32:39","2010-02-17 12:32:39"
"297","1","697","2010-02-17 12:32:39","2010-02-17 12:32:39"
"298","1","707","2010-02-17 12:32:39","2010-02-17 12:32:39"
"299","1","710","2010-02-17 12:32:39","2010-02-17 12:32:39"
"300","1","712","2010-02-17 12:32:39","2010-02-17 12:32:39"
"301","1","724","2010-02-17 12:32:39","2010-02-17 12:32:39"
"302","1","725","2010-02-17 12:32:39","2010-02-17 12:32:39"
"303","1","728","2010-02-17 12:32:39","2010-02-17 12:32:39"
"304","1","738","2010-02-17 12:32:39","2010-02-17 12:32:39"
"306","1","741","2010-02-17 12:32:39","2010-02-17 12:32:39"
"307","1","743","2010-02-17 12:32:39","2010-02-17 12:32:39"
"308","1","745","2010-02-17 12:32:39","2010-02-17 12:32:39"
"309","1","1505","2010-02-17 12:32:39","2010-02-17 12:32:39"
"310","1","1507","2010-02-17 12:32:39","2010-02-17 12:32:39"
"311","1","1509","2010-02-17 12:32:39","2010-02-17 12:32:39"
"312","1","1510","2010-02-17 12:32:39","2010-02-17 12:32:39"
"313","1","1511","2010-02-17 12:32:39","2010-02-17 12:32:39"
"315","1","1527","2010-02-17 12:32:39","2010-02-17 12:32:39"
"316","1","1536","2010-02-17 12:32:39","2010-02-17 12:32:39"
"317","1","1537","2010-02-17 12:32:39","2010-02-17 12:32:39"
"318","1","1538","2010-02-17 12:32:39","2010-02-17 12:32:39"
"319","1","1542","2010-02-17 12:32:39","2010-02-17 12:32:39"
"320","1","1568","2010-02-17 12:32:39","2010-02-17 12:32:39"
"322","1","1573","2010-02-17 12:32:39","2010-02-17 12:32:39"
"323","1","1575","2010-02-17 12:32:39","2010-02-17 12:32:39"
"324","1","1584","2010-02-17 12:32:39","2010-02-17 12:32:39"
"325","1","1586","2010-02-17 12:32:39","2010-02-17 12:32:39"
"326","1","1591","2010-02-17 12:32:39","2010-02-17 12:32:39"
"327","1","1599","2010-02-17 12:32:39","2010-02-17 12:32:39"
"328","1","1604","2010-02-17 12:32:39","2010-02-17 12:32:39"
"330","1","1616","2010-02-17 12:32:39","2010-02-17 12:32:39"
"331","1","1619","2010-02-17 12:32:39","2010-02-17 12:32:39"
"332","1","1620","2010-02-17 12:32:39","2010-02-17 12:32:39"
"333","1","1632","2010-02-17 12:32:39","2010-02-17 12:32:39"
"334","1","1633","2010-02-17 12:32:39","2010-02-17 12:32:39"
"335","1","1635","2010-02-17 12:32:39","2010-02-17 12:32:39"
"336","1","1636","2010-02-17 12:32:39","2010-02-17 12:32:39"
"337","1","1637","2010-02-17 12:32:39","2010-02-17 12:32:39"
"338","1","1648","2010-02-17 12:32:39","2010-02-17 12:32:39"
"339","1","1649","2010-02-17 12:32:39","2010-02-17 12:32:39"
"340","1","1650","2010-02-17 12:32:39","2010-02-17 12:32:39"
"341","1","1651","2010-02-17 12:32:39","2010-02-17 12:32:39"
"342","1","1652","2010-02-17 12:32:39","2010-02-17 12:32:39"
"344","1","1664","2010-02-17 12:32:39","2010-02-17 12:32:39"
"345","1","1665","2010-02-17 12:32:39","2010-02-17 12:32:39"
"346","1","1667","2010-02-17 12:32:39","2010-02-17 12:32:39"
"347","1","1679","2010-02-17 12:32:39","2010-02-17 12:32:39"
"348","1","1680","2010-02-17 12:32:39","2010-02-17 12:32:39"
"349","1","1681","2010-02-17 12:32:39","2010-02-17 12:32:39"
"350","1","1682","2010-02-17 12:32:39","2010-02-17 12:32:39"
"351","1","1697","2010-02-17 12:32:39","2010-02-17 12:32:39"
"352","1","1708","2010-02-17 12:32:39","2010-02-17 12:32:39"
"353","1","1709","2010-02-17 12:32:39","2010-02-17 12:32:39"
"354","1","1725","2010-02-17 12:32:39","2010-02-17 12:32:39"
"355","1","1728","2010-02-17 12:32:39","2010-02-17 12:32:39"
"356","1","1729","2010-02-17 12:32:39","2010-02-17 12:32:39"
"357","1","1730","2010-02-17 12:32:39","2010-02-17 12:32:39"
"358","1","1741","2010-02-17 12:32:39","2010-02-17 12:32:39"
"359","1","1745","2010-02-17 12:32:39","2010-02-17 12:32:39"
"360","1","1746","2010-02-17 12:32:39","2010-02-17 12:32:39"
"361","1","1757","2010-02-17 12:32:39","2010-02-17 12:32:39"
"362","1","1758","2010-02-17 12:32:39","2010-02-17 12:32:39"
"363","1","1759","2010-02-17 12:32:39","2010-02-17 12:32:39"
"364","1","1760","2010-02-17 12:32:39","2010-02-17 12:32:39"
"365","1","1774","2010-02-17 12:32:39","2010-02-17 12:32:39"
"366","1","1775","2010-02-17 12:32:39","2010-02-17 12:32:39"
"367","1","1776","2010-02-17 12:32:39","2010-02-17 12:32:39"
"368","1","1778","2010-02-17 12:32:39","2010-02-17 12:32:39"
"369","1","1779","2010-02-17 12:32:39","2010-02-17 12:32:39"
"370","1","1788","2010-02-17 12:32:39","2010-02-17 12:32:39"
"371","1","1790","2010-02-17 12:32:39","2010-02-17 12:32:39"
"372","1","1791","2010-02-17 12:32:39","2010-02-17 12:32:39"
"373","1","1792","2010-02-17 12:32:39","2010-02-17 12:32:39"
"374","1","1793","2010-02-17 12:32:39","2010-02-17 12:32:39"
"375","1","1802","2010-02-17 12:32:39","2010-02-17 12:32:39"
"376","1","1804","2010-02-17 12:32:39","2010-02-17 12:32:39"
"377","1","1808","2010-02-17 12:32:39","2010-02-17 12:32:39"
"378","1","1818","2010-02-17 12:32:39","2010-02-17 12:32:39"
"379","1","1820","2010-02-17 12:32:39","2010-02-17 12:32:39"
"380","1","1821","2010-02-17 12:32:39","2010-02-17 12:32:39"
"381","1","1823","2010-02-17 12:32:39","2010-02-17 12:32:39"
"382","1","1824","2010-02-17 12:32:39","2010-02-17 12:32:39"
"383","1","1836","2010-02-17 12:32:39","2010-02-17 12:32:39"
"384","1","1838","2010-02-17 12:32:39","2010-02-17 12:32:39"
"385","1","1839","2010-02-17 12:32:39","2010-02-17 12:32:39"
"386","1","1841","2010-02-17 12:32:39","2010-02-17 12:32:39"
"387","1","1850","2010-02-17 12:32:39","2010-02-17 12:32:39"
"388","1","1851","2010-02-17 12:32:39","2010-02-17 12:32:39"
"389","1","1852","2010-02-17 12:32:39","2010-02-17 12:32:39"
"390","1","1854","2010-02-17 12:32:39","2010-02-17 12:32:39"
"391","1","1868","2010-02-17 12:32:39","2010-02-17 12:32:39"
"392","1","1872","2010-02-17 12:32:39","2010-02-17 12:32:39"
"393","1","1882","2010-02-17 12:32:39","2010-02-17 12:32:39"
"394","1","1884","2010-02-17 12:32:39","2010-02-17 12:32:39"
"396","1","1886","2010-02-17 12:32:39","2010-02-17 12:32:39"
"397","1","1887","2010-02-17 12:32:39","2010-02-17 12:32:39"
"398","1","1896","2010-02-17 12:32:39","2010-02-17 12:32:39"
"399","1","1897","2010-02-17 12:32:39","2010-02-17 12:32:39"
"400","1","1898","2010-02-17 12:32:39","2010-02-17 12:32:39"
"401","1","1899","2010-02-17 12:32:39","2010-02-17 12:32:39"
"402","1","1903","2010-02-17 12:32:39","2010-02-17 12:32:39"
"404","1","1915","2010-02-17 12:32:39","2010-02-17 12:32:39"
"405","1","1916","2010-02-17 12:32:39","2010-02-17 12:32:39"
"406","1","1917","2010-02-17 12:32:39","2010-02-17 12:32:39"
"407","1","1918","2010-02-17 12:32:39","2010-02-17 12:32:39"
"408","1","1919","2010-02-17 12:32:39","2010-02-17 12:32:39"
"409","1","1928","2010-02-17 12:32:39","2010-02-17 12:32:39"
"410","1","1930","2010-02-17 12:32:39","2010-02-17 12:32:39"
"411","1","1933","2010-02-17 12:32:39","2010-02-17 12:32:39"
"412","1","1944","2010-02-17 12:32:39","2010-02-17 12:32:39"
"413","1","1945","2010-02-17 12:32:39","2010-02-17 12:32:39"
"414","1","1946","2010-02-17 12:32:39","2010-02-17 12:32:39"
"415","1","1949","2010-02-17 12:32:39","2010-02-17 12:32:39"
"416","1","1951","2010-02-17 12:32:39","2010-02-17 12:32:39"
"417","1","1960","2010-02-17 12:32:39","2010-02-17 12:32:39"
"418","1","1961","2010-02-17 12:32:39","2010-02-17 12:32:39"
